29557;6;Mr.;Alexander;Berger;1
29558;6;Mr.;John;Berger;0
29559;1;Mr.;Robert;Bernacchi;1
29560;4;Mr.;Matthias;Berndt;1
29561;5;NULL;John;Berry;0
29562;4;Mr.;Steven;Brown;0
29563;5;Mr.;Chris;Bidelman;0
29564;7;Ms.;Mary;Billstrom;1
29565;4;Mr.;Jimmy;Bischoff;1
29566;3;Ms.;Mae;Black;2
29567;6;Ms.;Jackie;Blackwell;1
29568;4;Mr.;Donald;Blanton;0
29569;3;Ms.;Linda;Burnett;2
29570;4;Mr.;Michael;Blythe;0
29571;1;Ms.;Gabriel;Bockenkamp;0
29572;5;Ms.;Corinna;Bolender;0
29573;4;Sr.;Luis;Bonifaz;2
29574;4;Mr.;Randall;Boseman;2
29575;7;Ms.;Stephanie;Bourne;0
29576;6;Mr.;Eli;Bowen;1
29577;6;Mr.;Lester;Bowman;0
29578;5;Mr.;David;Bradley;1
29579;3;Mr.;Cornelius;Brandon;0
29580;1;Mr.;Richard;Bready;0
29581;2;Ms.;Sara;Breer;0
29582;1;Mr.;Ted;Bremer;1
29583;3;Mr.;Alan;Brewer;1
29584;4;Mr.;Walter;Brian;1
29585;1;Mr.;Christopher;Bright;0
29586;8;Mr.;David;Brink;1
29587;10;Mr.;John;Brooks;0
29588;1;Mr.;Willie;Brooks;2
29589;8;Ms.;Carolee;Brown;0
29590;3;Mr.;Jo;Brown;1
29591;3;Mr.;Robert;Brown;0
29592;2;Mr.;Kevin;Browne;1
29593;3;Ms.;Mary;Browning;1
29594;2;Mr.;Dave;Browning;0
29595;9;Ms.;Bridget;Browqett;1
29596;6;Mr.;Eric;Brumfield;0
29597;5;Mr.;Dick;Brummer;0
29598;4;Mr.;Michael;Brundage;0
29599;1;Ms.;Shirley;Bruner;2
29600;3;Ms.;June;Brunner;0
29601;6;Mr.;Dirk;Bruno;0
29602;9;Ms.;Nancy;Buchanan;0
29603;6;Sra.;Janaina Barreiro Gambaro;Bueno;1
29604;5;Mr.;Edward;Buensalido;0
29605;4;Ms.;Megan;Burke;2
29606;1;Ms.;Karren;Burkhardt;0
29607;8;Ms.;Dana;Burnell;0
29608;6;Mr.;Timothy;Burnett;2
29609;8;Mr.;Stephen;Burton;0
29610;2;Ms.;Deanna;Buskirk;1
29611;1;Mr.;Jared;Bustamante;0
29612;10;Mr.;Richard;Byham;2
29613;7;Mr.;David;Byrnes;1
29614;6;Mr.;Ryan;Calafato;1
29615;10;Ms.;Mari;Caldwell;2
29616;4;Ms.;Barbara;Calone;0
29617;1;Ms.;Lindsey;Camacho;0
29618;10;Sr.;Gustavo;Camargo;0
29619;2;Ms.;DeeDee;Cameron;1
29620;6;Ms.;Joan;Campbell;0
29621;5;Mr.;David;Campbell;2
29622;1;Mr.;Henry;Campen;2
29623;4;Mr.;Chris;Cannon;0
29624;5;Mr.;Joseph;Cantoni;0
29625;6;Ms.;Suzana De Abreu;Canuto;2
29626;5;Mr.;Jun;Cao;0
29627;6;Mr.;Johnny;Caprio;0
29628;9;Mr.;Richard;Carey;1
29629;6;Mr.;Carlton;Carlisle;0
29630;7;Mr.;Ty Loren;Carlson;0
29631;4;Ms.;Jane;Carmichael;1
29632;1;Ms.;Jovita;Carmody;0
29633;2;Mr.;Steve;Carnes;2
29634;8;Mr.;Fernando;Caro;1
29635;3;Mr.;Rob;Caron;0
29636;1;Mr.;Andy;Carothers;0
29637;4;Ms.;Donna;Carreras;1
29638;4;Ms.;Rosmarie;Carroll;0
29639;6;Mr.;Joseph;Castellucio;2
29640;5;Ms.;Pamela;Carlson;2
29641;4;Mr.;Raul;Casts;0
29642;5;Ms.;Elizabeth;Catalano;0
29643;1;Mr.;Matthew;Cavallari;0
29644;10;Ms.;Brigid;Cavendish;1
29645;1;Mr.;Andrew;Cencini;0
29646;4;Ms.;Stacey;Cereghino;1
29647;2;Mr.;Baris;Cetinok;1
29648;9;Mr.;Sean;Chai;0
29649;6;Mr.;Pat;Chambers;0
29650;4;Mr.;Forrest;Chandler;1
29651;3;Mr.;Lee;Chapla;2
29652;9;Mr.;Neil;Charney;2
29653;4;Mr.;Pei;Chow;0
29654;3;Mr.;Yao-Qiang;Cheng;1
29655;3;Ms.;Nicky;Chesnut;2
29656;9;Ms.;Susan;Chestnut;0
29657;9;Mr.;Martin;Chisholm;0
29658;2;Mr.;Mike;Choi;0
29659;4;Ms.;Ruth;Choin;0
29660;4;Mr.;Anthony;Chor;1
29661;5;Mr.;Charles;Christensen;2
29662;4;Ms.;Jill;Christie;0
29663;3;Ms.;Alice;Clark;1
29664;2;Ms.;Gina;Clark;2
29665;9;Mr.;James;Clark;2
29666;6;Ms.;Jane;Clayton;0
29667;5;Ms.;Kristine;Cleary;2
29668;3;Ms.;Connie;Coffman;0
29669;2;Ms.;Jeanette;Cole;2
29670;9;Mr.;Eric;Coleman;0
29671;6;Mr.;Pat;Coleman;0
29672;5;Mr.;Takiko;Collins;0
29673;4;Mr.;John;Colon;0
29674;3;Mr.;Scott;Colvin;2
29675;2;Mr.;Aaron;Con;0
29676;8;Mr.;Peter;Connelly;0
29677;6;Mr.;William;Conner;0
29678;5;Ms.;Stephanie;Conroy;0
29679;8;Ms.;Amy;Consentino;0
29680;6;Ms.;Dorothy;Contreras;0
29681;5;Mr.;Patrick;Cook;0
29682;4;Mr.;Scott;Cooper;0
29683;1;Ms.;Eva;Corets;1
29684;3;Mr.;Marlin;Coriell;0
29685;5;Ms.;Pamela;Cox;1
29686;4;Mr.;Jack;Creasey;2
29687;8;Ms.;Shelley;Crow;0
29688;3;Mr.;Grant;Culbertson;0
29689;1;Mr.;Scott;Culp;0
29690;1;Mr.;Conor;Cunningham;0
29691;5;Mr.;Jose;Curry;0
29692;6;Mr.;Thierry;D'Hers;0
29693;8;Mr.;Ryan;Danner;2
29694;2;Mr.;Mike;Danseglio;0
29695;1;Ms.;Megan;Davis;0
29696;4;Sr.;Alvaro;De Matos Miranda Filho;1
29697;5;Mr.;Jose;De Oliveira;2
29698;6;Mr.;Jacob;Dean;1
29699;6;Mr.;Alexander;Deborde;0
29700;9;Ms.;Barbara;Decker;0
29701;2;Mr.;Kirk;DeGrasse;0
29702;4;Ms.;Aidan;Delaney;0
29703;4;Mr.;Stefan;Delmarco;2
29704;5;Mr.;Shawn;Demicell;2
29705;6;Ms.;Della;Demott Jr;0
29706;9;Mr.;Bruno;Deniut;2
29707;5;Ms.;Helen;Dennis;2
29708;4;Mr.;Prashanth;Desai;2
29709;1;Ms.;Bev;Desalvo;1
29710;1;Ms.;Brenda;Diaz;0
29711;6;Ms.;Gabriele;Dickmann;0
29712;7;Ms.;Holly;Dickson;0
29713;10;Mr.;Dick;Dievendorff;2
29714;6;Mr.;Rudolph;Dillon;0
29715;5;Mr.;Andrew;Dixon;0
29716;4;Mr.;Blaine;Dockter;1
29717;1;Ms.;Cindy;Dodd;2
29718;2;Mr.;John;Donovan;1
29719;1;Ms.;Patricia;Doyle;0
29720;1;Mr.;Gerald;Drury;0
29721;5;Mr.;Gary;Drury;1
29722;6;Mr.;Reuben;D'sa;0
29723;8;Mr.;Ed;Dudenhoefer;0
29724;2;Mr.;Bernard;Duerr;0
29725;8;Ms.;Tish;Duff;2
29726;2;Sr.;Adrian;Dumitrascu;0
29727;1;Mr.;Bart;Duncan;1
29728;1;Mr.;Maciej;Dusza;1
29729;5;Ms.;Shelley;Dyck;0
29730;6;Ms.;Linda;Ecoffey;2
29731;2;Ms.;Carla;Eldridge;0
29732;4;Ms.;Carol;Elliott;2
29733;4;Ms.;Shannon;Elliott;0
29734;6;Ms.;Jauna;Elson;1
29735;7;Mr.;Michael;Emanuel;0
29736;10;Mr.;Terry;Eminhizer;0
29737;1;Mr.;John;Emory;1
29738;3;Ms.;Gail;Erickson;1
29739;4;Mr.;Mark;Erickson;2
29740;6;Ms.;Martha;Espinoza;1
29741;10;Sra.;Janeth;Esteves;1
29742;1;Ms.;Twanna;Evans;2
29743;3;Ms.;Ann;Evans;1
29744;4;Mr.;John;Evans;0
29745;8;Mr.;Marc;Faeber;0
29746;2;Mr.;Fadi;Fakhouri;0
29747;1;Ms.;Carolyn;Farino;2
29748;4;Ms.;Geri;Farrell;1
29749;5;Ms.;Hanying;Feng;0
29750;6;Ms.;Rhoda;Finley;0
29751;8;Mr.;Duane;Fitzgerald;1
29752;2;Mr.;James;Fine;0
29753;1;Ms.;Kathie;Flood;0
29754;9;Mr.;Jay;Fluegel;0
29755;6;Ms.;Kelly;Focht;1
29756;5;Mr.;Jeffrey;Ford;0
29757;4;Mr.;Garth;Fort;0
29758;4;Ms.;Dorothy;Fox;2
29759;2;Ms.;Judith;Frazier;0
29760;9;Mr.;John;Fredericksen;0
29761;6;Ms.;Susan;French;0
29762;5;Mr.;Liam;Friedland;0
29763;4;Mr.;Mihail;Frintu;0
29764;4;Mr.;John;Ford;2
29765;3;Mr.;Paul;Fulton;2
29766;6;Mr.;Bob;Gage;1
29767;5;Ms.;Aldeen;Gallagher;2
29768;4;Mr.;Michael;Galos;0
29769;3;Mr.;Jon;Ganio;1
29770;6;Ms.;Kathleen;Garza;2
29771;1;Mr.;Dominic;Gash;0
29772;4;Ms.;Janet;Gates;0
29773;1;Mr.;Orlando;Gee;0
29774;4;Mr.;Darren;Gehring;1
29775;1;Mr.;Jim;Geist;0
29776;10;Ms.;Barbara;German;0
29777;7;Mr.;Tom;Getzinger;0
29778;10;Mr.;Leo;Giakoumakis;1
29779;7;Mr.;Cornett;Gibbens;1
29780;6;Mr.;Frances;Giglio;2
29781;4;Mr.;Guy;Gilbert;0
29782;3;Ms.;Janet;Gilliat;0
29783;3;Ms.;Mary;Gimmi;0
29784;4;Ms.;Jeanie;Glenn;2
29785;6;Ms.;Diane;Glimp;0
29786;7;Mr.;James;Glynn;0
29787;1;Mr.;Scott;Gode;0
29788;4;Mr.;Mete;Goktepe;2
29789;6;Mr.;Brian;Goldstein;0
29790;9;Ms.;Lynn;Gonzales;0
29791;2;Ms.;Linda;Gonzales;0
29792;4;Ms.;Abigail;Gonzalez;0
29793;4;Mr.;Michael;Graff;2
29794;6;Mr.;Derek;Graham;0
29795;7;Mr.;Lowell;Graham;1
29796;10;Mr.;Jon;Grande;1
29797;6;Ms.;Jane;Greer;1
29798;5;Mr.;Geoff;Grisso;1
29799;4;Mr.;Douglas;Groncki;1
29800;1;Mr.;Brian;Groth;1
29801;2;Ms.;Faith;Gustafson;1
29802;8;Mr.;Greg;Harrison;0
29803;6;Ms.;Hattie;Haemon;0
29804;5;Mr.;Matthew;Hagemann;0
29805;4;Ms.;Erin;Hagens;0
29806;1;Ms.;Betty;Haines;2
29807;6;Mr.;Bryan;Hamilton;0
29808;5;Mr.;James;Hamilton;0
29809;4;Mr.;Kerim;Hanif;0
29810;1;Ms.;Jean;Handley;2
29811;5;Mr.;Mark;Hanson;0
29812;8;Mr.;William;Hapke;2
29813;6;Ms.;Katherine;Harding;2
29814;5;Ms.;Kimberly;Harrington;1
29815;4;Mr.;Lucy;Harrington;0
29816;1;Mr.;Keith;Harris;2
29817;5;Ms.;Doris;Hartwig;0
29818;1;Mr.;Roger;Harui;2
29819;3;Ms.;Ann;Hass;2
29820;2;Mr.;Mark;Hassall;1
29821;9;Mr.;Neal;Hasty;1
29822;6;Mr.;James;Haugh;1
29823;9;Mr.;Jeff;Hay;1
29824;6;Ms.;Brenda;Heaney;0
29825;5;NULL;James;Hendergart;0
29826;1;Mr.;John;Hanson;1
29827;3;Ms.;Valerie;Hendricks;1
29828;2;Mr.;Jay;Henningsen;0
29829;9;Mr.;Jeff;Henshaw;0
29830;6;Mr.;Kari;Hensien;1
29831;6;Ms.;Irene;Hernandez;0
29832;6;Mr.;Jésus;Hernandez;0
29833;5;Ms.;Pam;Herrick;0
29834;4;Ms.;Cheryl;Herring;0
29835;1;Mr.;Ronald;Heymsfield;0
29836;2;Mr.;Sidney;Higa;2
29837;8;Ms.;Onetha;Higgs;1
29838;2;Ms.;Fran;Highfill;0
29839;8;Ms.;Geneva;Hill;2
29840;6;Mr.;Andrew;Hill;0
29841;5;Mr.;Reinout;Hillmann;0
29842;4;Mr.;Mike;Hines;1
29843;1;Mr.;Matthew;Hink;2
29844;2;Ms.;Nancy;Hirota;0
29845;8;Ms.;Rose;Hirsch;1
29846;5;Mr.;Douglas;Hite;0
29847;4;Mr.;David;Hodgson;2
29848;3;Ms.;Helge;Hoeing;1
29849;5;Ms.;Barbara;Hoffman;0
29850;4;Mr.;Bob;Hodges;1
29851;10;Ms.;Jean;Holloway;1
29852;6;Mr.;Eddie;Holmes;0
29853;4;Ms.;Juanita;Holman;2
29854;3;Mr.;Peter;Houston;2
29855;6;Mr.;Curtis;Howard;0
29856;7;Mr.;Joe;Howard;2
29857;10;Ms.;Janice;Hows;2
29858;1;Mr.;George;Huckaby;0
29859;4;Mr.;Joshua;Huff;1
29860;10;Ms.;Arlene;Huff;1
29861;3;Ms.;Phyllis;Huntsman;2
29862;1;Mr.;Lawrence;Hurkett;1
29863;6;Mr.;Ryan;Ihrig;2
29864;6;Ms.;Beth;Inghram;1
29865;4;Mr.;Lucio;Iallo;2
29866;4;Mr.;Richard;Irwin;0
29867;1;Mr.;Erik;Ismert;2
29868;10;Ms.;Denean;Ison;1
29869;7;Mr.;Raman;Iyer;0
29870;6;Mr.;Bronson;Jacobs;2
29871;4;Mr.;Eric;Jacobsen;0
29872;3;Ms.;Jodan;Jacobson;0
29873;1;Ms.;Mary;Alexander;0
29874;10;Mr.;David;Jaffe;0
29875;7;Mr.;Jay;Jamison;1
29876;6;Ms.;Vance;Johns;0
29877;3;Ms.;Joyce;Jarvis;0
29878;8;Mr.;George;Jiang;0
29879;6;Mr.;Stephen;Jiang;0
29880;5;Mr.;Samuel;Johnson;0
29881;6;Ms.;Danielle;Johnson;1
29882;5;Mr.;Greg;Johnson;1
29883;3;Mr.;Barry;Johnson;1
29884;3;Mr.;Brian;Johnson;2
29885;1;Mr.;David;Johnson;2
29886;2;Mr.;Willis;Johnson;1
29887;8;Ms.;Tamara;Johnston;0
29888;5;Mr.;Brannon;Jones;2
29889;4;Ms.;Jean;Jordan;1
29890;1;Ms.;Peggy;Justice;0
29891;3;Ms.;Diane;Krane;0
29892;6;Ms.;Sandra;Kitt;0
29893;4;Mr.;Sandeep;Kaliyath;0
29894;8;Mr.;John;Kane;1
29895;6;Ms.;Lori;Kane;0
29896;5;Ms.;Judith;Krane;2
29897;4;Ms.;Kay;Krane;0
29898;1;Mr.;Sandeep;Katyal;2
29899;7;Mr.;Kendall;Keil;0
29900;6;Mr.;Victor;Kelley;2
29901;4;Mr.;John;Kelly;1
29902;4;Mr.;Robert;Kelly;1
29903;1;Mr.;Kevin;Kennedy;1
29904;10;Ms.;Mary;Kesslep;0
29905;6;Ms.;Elizabeth;Keyser;0
29906;3;Mr.;Imtiaz;Khan;0
29907;1;Ms.;Karan;Khanna;0
29908;10;Mr.;Joe;Kim;2
29909;7;Mr.;Jim;Kim;0
29910;6;Mr.;Shane;Kim;0
29911;6;Mr.;Tim;Kim;0
29912;5;Mr.;Russell;King;0
29913;3;Mr.;Anton;Kirilov;1
29914;4;Mr.;Christian;Kleinerman;0
29915;1;Mr.;Andrew;Kobylinski;0
29916;2;Mr.;Reed;Koch;1
29917;8;Mr.;Jim;Kennedy;2
29918;6;Mr.;Kirk;King;2
29919;4;Mr.;Eugene;Kogan;0
29920;4;Mr.;Scott;Konersmann;2
29921;1;Ms.;Joy;Koski;0
29922;10;Ms.;Pamala;Kotc;2
29923;7;Mr.;Edward;Kozlowski;0
29924;3;Mr.;Mitch;Kennedy;1
29925;1;Ms.;Margaret;Krupka;0
29926;10;Mr.;Deepak;Kumar;0
29927;7;Mr.;Jeffrey;Kung;0
29928;6;Mr.;Vamsi;Kuppa;0
29929;4;Mr.;Jeffrey;Kurtz;2
29930;3;Mr.;Peter;Kurniawan;0
29931;1;Mr.;Eric;Lang;0
29932;10;Ms.;Rebecca;Laszlo;0
29933;7;Ms.;Cecilia;Laursen;0
29934;6;Mr.;David;Lawrence;0
29935;1;Ms.;Elsa;Leavitt;0
29936;1;Mr.;Michael;Lee;1
29937;4;Ms.;Marjorie;Lee;0
29938;4;Mr.;Frank;Campbell;1
29939;6;Mr.;Mark;Lee;0
29940;7;Mr.;Robertson;Lee;2
29941;10;Ms.;Jolie;Lenehan;0
29942;1;Mr.;Roger;Lengel;2
29943;4;NULL;A.;Leonetti;2
29944;4;Ms.;Bonnie;Lepro;0
29945;5;Ms.;Gloria;Lesko;0
29946;6;Ms.;Linda;Leste;1
29947;2;Ms.;Judy;Lew;1
29948;4;Ms.;Elsie;Lewin;0
29949;1;Mr.;George;Li;0
29950;6;Mr.;Yale;Li;1
29951;7;Ms.;Yan;Li;0
29952;10;Ms.;Yuhong;Li;0
29953;1;Mr.;Joseph;Lique;0
29954;4;Mr.;Paulo;Lisboa;0
29955;3;Mr.;David;Liu;1
29956;4;NULL;Jinghao;Liu;2
29957;4;Mr.;Kevin;Liu;2
29958;5;Mr.;Run;Liu;1
29959;6;Mr.;Todd;Logan;0
29960;9;Mr.;Kok-Ho;Loh;1
29961;2;Mr.;John;Long;0
29962;3;Ms.;Sharon;Looney;0
29963;5;Mr.;Spencer;Low;0
29964;6;Ms.;Anita;Lucerne;1
29965;9;Mr.;Jose;Lugo;1
29966;2;Mr.;Richard;Lum;0
29967;3;Ms.;Judy;Lundahl;0
29968;5;Ms.;Helen;Lutes;2
29969;6;Mr.;Robert;Lyeba;0
29970;9;Ms.;Sharon;Lynn;0
29971;6;Mr.;Robert;Lyon;1
29972;9;Ms.;Jenny;Lysaker;0
29973;3;Ms.;Denise;Maccietto;0
29974;3;Mr.;Scott;MacDonald;0
29975;4;Mr.;Walter;Mays;1
29976;5;Mr.;Patrick;Magenheimer;2
29977;7;Ms.;Kimberly;Malmendier;0
29978;10;Mr.;Ajay;Manchepalli;0
29979;7;Ms.;Parul;Manek;0
29980;10;Mr.;Tomas;Manzanares;1
29981;1;Ms.;Kathy;Marcovecchio;0
29982;4;Ms.;Melissa;Marple;2
29983;6;Ms.;Cecelia;Marshall;1
29984;7;Mr.;Benjamin;Martin;2
29985;10;Ms.;Linda;Martin;0
29986;7;Ms.;Mindy;Martin;1
29987;4;Mr.;Frank;Mart¡nez;1
29988;6;Mr.;Steve;Masters;0
29989;7;Mr.;Joseph;Matthews;0
29990;10;Ms.;Jennifer;Maxham;0
29991;1;Mr.;Chris;Maxwell;0
29992;4;Ms.;Sandra;Maynard;1
29993;5;Mr.;John;McClane;0
29994;6;Ms.;Robin;McGuigan;1
29995;8;Ms.;Stacie;Mcanich;0
29996;2;Ms.;Katie;McAskill-White;2
29997;1;Ms.;Lola;McCarthy;0
29998;4;Ms.;Jane;McCarty;2
29999;5;Ms.;Nikki;McCormick;1
30000;6;Mr.;James;McCoy;0
30001;8;Ms.;Christinia;McDonald;1
30002;2;Mr.;Alejandro;McGuel;0
30003;3;Ms.;Yvonne;McKay;0
30004;1;Ms.;Nkenge;McLin;1
30005;10;Ms.;Nancy;McPhearson;2
30006;7;Ms.;Nellie;Medina;0
30007;6;Ms.;Raquel;Mello;1
30008;3;Mr.;R. Morgan;Mendoza;0
30009;2;Mr.;Tosh;Meston;0
30010;6;Mr.;Stephen;Mew;0
30011;5;Mr.;Eric;Meyer;0
30012;4;Ms.;Helen;Meyer;0
30013;5;Ms.;Deanna;Meyer;0
30014;2;Mr.;Gary;Meyerhoff;0
30015;9;Mr.;Ramesh;Meyyappan;0
30016;6;Mr.;Thomas;Michaels;2
30017;5;Mr.;Jan;Miksovsky;1
30018;1;Ms.;Virginia;Miller;1
30019;10;Mr.;Matthew;Miller;0
30020;7;Mr.;Emilo;Miller;0
30021;6;Mr.;Ben;Miller;1
30022;4;Mr.;Dylan;Miller;1
30023;3;Mr.;Frank;Miller;0
30024;1;Ms.;Neva;Mitchell;0
30025;10;Ms.;Linda;Mitchell;0
30026;7;Mr.;Scott;Mitchell;1
30027;4;Mr.;Joseph;Mitzner;2
11377;8;Mr.;David;Robinett;1
11913;9;Ms.;Rebecca;Robinson;0
11952;9;Ms.;Dorothy;Robinson;2
20164;10;Ms.;Carol Ann;Rockne;0
20211;9;Mr.;Scott;Rodgers;0
20562;10;Mr.;Jim;Rodman;0
20668;4;Mr.;Eric;Rothenberg;0
20813;9;Mr.;Michael;Rothkugel;0
21190;9;Mr.;Pablo;Rovira Diez;0
21279;9;Ms.;Linda;Rousey;1
21286;4;Mr.;Luke;Roy;2
21403;9;Ms.;Lisa;Roy;0
21867;7;Mr.;Michael;Ruggiero;0
21945;9;Ms.;Pearlie;Rusek;2
22552;7;Ms.;Andrea;Rusko;0
22706;8;Mr.;Andy;Ruth;2
23079;9;Ms.;Justine;Ryan;2
23605;8;Ms.;Deanna;Sabella;0
23746;7;Mr.;Lane;Sacksteder;2
24075;7;Mr.;Peter;Saddow;2
11964;9;Ms.;Sharon;Salavaria;1
12669;9;Mr.;Irving;Schmidt;2
12741;8;Mr.;Raymond;Sam;1
12873;10;NULL;Mandar;Samant;0
12903;6;Mr.;John;Sandstone;0
13020;9;Ms.;Madalena;Sanchez;0
13228;4;Mr.;Thomas;Sanchez;0
13512;7;Mr.;Ken;Sánchez;0
13566;8;Mr.;Mikael;Sandberg;2
14016;9;Ms.;Mary;Sandidge;0
14063;9;Mr.;Patrick;Sands;0
14207;8;Sr.;José;Saraiva;0
14689;7;Mr.;Lloyd;Saunders;0
14847;10;Mr.;Vadim;Sazanovich;0
14974;10;Mr.;K.;Saravan;1
15096;8;Mr.;Gary;Schare;0
15622;8;Ms.;Yvonne;Schleger;0
15789;9;Mr.;Steve;Schmidt;0
15807;9;Mr.;Scot;Schulte;0
15811;9;Ms.;Barbara;Schultz;2
16130;4;Mr.;Mike;Seamans;0
16603;8;Mr.;Scott;Seely;1
16621;9;Ms.;Birgit;Seidel;0
16737;1;Mr.;Steven;Selikoff;1
16936;7;Ms.;Alice;Serventi;0
17166;1;Mr.;Joshua;Several;0
17326;9;Mr.;Paul;Shakespear;0
24257;9;Mr.;Alan;Shen;1
24535;7;Mr.;David;Shepard;2
24541;10;Ms.;Janet;Sheperdigian;0
24561;8;Ms.;Megan;Sherman;1
24598;9;Ms.;Irma;Sherwood;0
24705;10;Mr.;Daniel;Shimshoni;2
24869;10;Ms.;Misty;Shock;2
25139;9;Mr.;Carlos;Short;0
25761;10;Mr.;Shish;Shridhar;0
25946;9;Ms.;Britta;Simon;1
26292;1;Mr.;Marty;Simpson;0
26717;1;Mr.;David;Simpson;2
26869;10;Ms.;Anne;Sims;0
26952;7;Mr.;Mircea;Singer;2
27040;2;Mr.;Paul;Singh;1
27505;4;Ms.;Bonnie;Skelly;0
27858;8;Mr.;Anders;Skjønaa;2
27928;10;Ms.;Dianne;Slattengren;2
27934;7;Ms.;Lanna;Slaven;0
27948;8;Ms.;Cathy;Sloan;1
27972;9;Mr.;Leonard;Smith;2
28437;10;Ms.;Mary;Smith;1
28560;7;Ms.;Peggy;Smith;0
28584;4;Mr.;Rolando;Smith;1
28678;1;Mr.;Ben;Adams;0
28875;7;Ms.;Denise;Smith;0
29283;4;Mr.;Jeff;Smith;0
29407;10;Ms.;Samantha;Smith;0
17641;7;Ms.;Lorrin;Smith-Bates;1
17708;10;Mr.;Timothy;Sneath;0
17900;7;Ms.;Victoria;Snowden;1
18145;8;Mr.;David;So;2
18295;9;Mr.;Ajay;Solanki;2
19068;8;NULL;Alma;Son;1
19073;10;Ms.;Lolan;Song;2
19154;1;Mr.;William;Sotelo;0
19254;8;Sr.;Anibal;Sousa;0
19303;7;Ms.;Sylvia;Spencer;0
19960;9;Mr.;Phil;Spencer;0
30028;4;Ms.;Laura;Steele;0
30029;6;Ms.;Shanay;Steelman;0
30030;10;Mr.;Stefano;Stefani;1
30031;1;Mr.;Alan;Steiner;0
30032;3;Mr.;Derik;Stenerson;2
30033;1;Mr.;Vassar;Stern;0
30034;1;Ms.;Wathalee;Steuber;2
30035;4;Ms.;Alice;Steiner;2
30036;4;Ms.;Liza Marie;Stevens;2
30037;6;Mr.;Jim;Stewart;1
30038;9;Ms.;Judy;Storjohann;2
30039;3;Mr.;Robert;Stotka;0
30040;4;Ms.;Kayla;Stotler;0
30041;5;Mr.;Charles;Strange;0
30042;6;Ms.;Ruby Sue;Styles;0
30043;7;Mr.;Min;Su;0
30044;10;Mr.;Gary;Suess;0
30045;1;Ms.;Ruth;Suffin;1
30046;4;Ms.;Elizabeth;Sullivan;1
30047;4;Mr.;Michael;Sullivan;2
30048;6;Ms.;Marcia;Sultan;0
30049;7;Mr.;Nate;Sun;0
